# idx  label  size  leftWeight  rightWeight  cd  x  y
0  N(L,L)  1  0  0  0  1  0
0  N(L,L)  1  0  0  1  1  0
0  N(L,L)  1  0  0  2  1  0
0  N(L,L)  1  0  0  3  5  0
