# theta(rad)  log10(N_S)  adv_dB
1.204277  -1.333333  0.06560583
1.204277  -1.291667  0.07155040
1.204277  -1.250000  0.07796893
1.204277  -1.208333  0.08488725
1.204277  -1.166667  0.09233046
1.204277  -1.125000  0.10032238
1.204277  -1.083333  0.10888510
1.204277  -1.041667  0.11803831
1.204277  -1.000000  0.12779875
1.204277  -0.958333  0.13817949
1.204277  -0.916667  0.14918926
1.204277  -0.875000  0.16083177
1.204277  -0.833333  0.17310500
1.204277  -0.791667  0.18600065
1.204277  -0.750000  0.19950356
1.204277  -0.708333  0.21359126
1.204277  -0.666667  0.22823373
1.204277  -0.625000  0.24339326
1.204277  -0.583333  0.25902455
1.204277  -0.541667  0.27507496
1.204277  -0.500000  0.29148509
1.204277  -0.458333  0.30818949
1.204277  -0.416667  0.32511758
1.204277  -0.375000  0.34219484
1.204277  -0.333333  0.35934405
1.204277  -0.291667  0.37648667
1.204277  -0.250000  0.39354428
1.204277  -0.208333  0.41044003
1.204277  -0.166667  0.42709996
1.204277  -0.125000  0.44345428
1.204277  -0.083333  0.45943850
1.204277  -0.041667  0.47499429
1.204277  0.000000  0.49007022
1.204277  0.041667  0.50462224
1.204277  0.083333  0.51861393
1.204277  0.125000  0.53201655
1.204277  0.166667  0.54480888
1.204277  0.208333  0.55697693
1.204277  0.250000  0.56851349
1.204277  0.291667  0.57941756
1.204277  0.333333  0.58969373
1.204277  0.375000  0.59935150
1.204277  0.416667  0.60840461
1.204277  0.458333  0.61687033
1.204277  0.500000  0.62476881
1.204277  0.541667  0.63212245
1.204277  0.583333  0.63895534
1.204277  0.625000  0.64529271
1.204277  0.666667  0.65116051
1.204277  0.708333  0.65658497
1.204277  0.750000  0.66159229
1.204277  0.791667  0.66620834
1.204277  0.833333  0.67045841
1.204277  0.875000  0.67436706
1.204277  0.916667  0.67795793
1.204277  0.958333  0.68125369
1.204277  1.000000  0.68427591
1.204277  1.041667  0.68704503
1.204277  1.083333  0.68958037
1.204277  1.125000  0.69190009
1.204277  1.166667  0.69402119
1.204277  1.208333  0.69595958
1.204277  1.250000  0.69773007
1.204277  1.291667  0.69934644
1.204277  1.333333  0.70082145
1.204277  1.375000  0.70216695
1.204277  1.416667  0.70339386
1.204277  1.458333  0.70451225
1.204277  1.500000  0.70553143
1.204277  1.541667  0.70645993
1.204277  1.583333  0.70730562
1.204277  1.625000  0.70807571
1.204277  1.666667  0.70877680
1.204277  1.708333  0.70941496
1.204277  1.750000  0.70999575
1.204277  1.791667  0.71052422
1.204277  1.833333  0.71100504
1.204277  1.875000  0.71144243
1.204277  1.916667  0.71184028
1.204277  1.958333  0.71220212
1.204277  2.000000  0.71253118

1.256637  -3.000000  0.00133916
1.256637  -2.958333  0.00147368
1.256637  -2.916667  0.00162169
1.256637  -2.875000  0.00178452
1.256637  -2.833333  0.00196364
1.256637  -2.791667  0.00216068
1.256637  -2.750000  0.00237742
1.256637  -2.708333  0.00261581
1.256637  -2.666667  0.00287799
1.256637  -2.625000  0.00316631
1.256637  -2.583333  0.00348336
1.256637  -2.541667  0.00383195
1.256637  -2.500000  0.00421520
1.256637  -2.458333  0.00463648
1.256637  -2.416667  0.00509953
1.256637  -2.375000  0.00560840
1.256637  -2.333333  0.00616754
1.256637  -2.291667  0.00678181
1.256637  -2.250000  0.00745653
1.256637  -2.208333  0.00819748
1.256637  -2.166667  0.00901097
1.256637  -2.125000  0.00990390
1.256637  -2.083333  0.01088374
1.256637  -2.041667  0.01195863
1.256637  -2.000000  0.01313740
1.256637  -1.958333  0.01442962
1.256637  -1.916667  0.01584564
1.256637  -1.875000  0.01739664
1.256637  -1.833333  0.01909469
1.256637  -1.791667  0.02095275
1.256637  -1.750000  0.02298473
1.256637  -1.708333  0.02520551
1.256637  -1.666667  0.02763099
1.256637  -1.625000  0.03027805
1.256637  -1.583333  0.03316458
1.256637  -1.541667  0.03630943
1.256637  -1.500000  0.03973242
1.256637  -1.458333  0.04345420
1.256637  -1.416667  0.04749622
1.256637  -1.375000  0.05188059
1.256637  -1.333333  0.05662986
1.256637  -1.291667  0.06176689
1.256637  -1.250000  0.06731455
1.256637  -1.208333  0.07329545
1.256637  -1.166667  0.07973155
1.256637  -1.125000  0.08664379
1.256637  -1.083333  0.09405161
1.256637  -1.041667  0.10197246
1.256637  -1.000000  0.11042125
1.256637  -0.958333  0.11940979
1.256637  -0.916667  0.12894614
1.256637  -0.875000  0.13903405
1.256637  -0.833333  0.14967239
1.256637  -0.791667  0.16085455
1.256637  -0.750000  0.17256799
1.256637  -0.708333  0.18479387
1.256637  -0.666667  0.19750674
1.256637  -0.625000  0.21067449
1.256637  -0.583333  0.22425831
1.256637  -0.541667  0.23821303
1.256637  -0.500000  0.25248744
1.256637  -0.458333  0.26702502
1.256637  -0.416667  0.28176467
1.256637  -0.375000  0.29664172
1.256637  -0.333333  0.31158902
1.256637  -0.291667  0.32653814
1.256637  -0.250000  0.34142062
1.256637  -0.208333  0.35616920
1.256637  -0.166667  0.37071907
1.256637  -0.125000  0.38500890
1.256637  -0.083333  0.39898190
1.256637  -0.041667  0.41258659
1.256637  0.000000  0.42577743
1.256637  0.041667  0.43851529
1.256637  0.083333  0.45076769
1.256637  0.125000  0.46250884
1.256637  0.166667  0.47371954
1.256637  0.208333  0.48438693
1.256637  0.250000  0.49450411
1.256637  0.291667  0.50406965
1.256637  0.333333  0.51308707
1.256637  0.375000  0.52156422
1.256637  0.416667  0.52951272
1.256637  0.458333  0.53694733
1.256637  0.500000  0.54388537
1.256637  0.541667  0.55034620
1.256637  0.583333  0.55635070
1.256637  0.625000  0.56192077
1.256637  0.666667  0.56707901
1.256637  0.708333  0.57184827
1.256637  0.750000  0.57625141
1.256637  0.791667  0.58031103
1.256637  0.833333  0.58404925
1.256637  0.875000  0.58748755
1.256637  0.916667  0.59064665
1.256637  0.958333  0.59354639
1.256637  1.000000  0.59620569
1.256637  1.041667  0.59864249
1.256637  1.083333  0.60087372
1.256637  1.125000  0.60291533
1.256637  1.166667  0.60478225
1.256637  1.208333  0.60648845
1.256637  1.250000  0.60804694
1.256637  1.291667  0.60946983
1.256637  1.333333  0.61076835
1.256637  1.375000  0.61195289
1.256637  1.416667  0.61303306
1.256637  1.458333  0.61401773
1.256637  1.500000  0.61491507
1.256637  1.541667  0.61573260
1.256637  1.583333  0.61647723
1.256637  1.625000  0.61715531
1.256637  1.666667  0.61777265
1.256637  1.708333  0.61833459
1.256637  1.750000  0.61884601
1.256637  1.791667  0.61931138
1.256637  1.833333  0.61973479
1.256637  1.875000  0.62011996
1.256637  1.916667  0.62047031
1.256637  1.958333  0.62078896
1.256637  2.000000  0.62107874

1.308997  -3.000000  0.00112165
1.308997  -2.958333  0.00123433
1.308997  -2.916667  0.00135830
1.308997  -2.875000  0.00149468
1.308997  -2.833333  0.00164472
1.308997  -2.791667  0.00180977
1.308997  -2.750000  0.00199131
1.308997  -2.708333  0.00219099
1.308997  -2.666667  0.00241060
1.308997  -2.625000  0.00265212
1.308997  -2.583333  0.00291770
1.308997  -2.541667  0.00320970
1.308997  -2.500000  0.00353074
1.308997  -2.458333  0.00388365
1.308997  -2.416667  0.00427155
1.308997  -2.375000  0.00469784
1.308997  -2.333333  0.00516625
1.308997  -2.291667  0.00568087
1.308997  -2.250000  0.00624613
1.308997  -2.208333  0.00686690
1.308997  -2.166667  0.00754847
1.308997  -2.125000  0.00829661
1.308997  -2.083333  0.00911760
1.308997  -2.041667  0.01001826
1.308997  -2.000000  0.01100601
1.308997  -1.958333  0.01208887
1.308997  -1.916667  0.01327554
1.308997  -1.875000  0.01457540
1.308997  -1.833333  0.01599858
1.308997  -1.791667  0.01755597
1.308997  -1.750000  0.01925926
1.308997  -1.708333  0.02112097
1.308997  -1.666667  0.02315445
1.308997  -1.625000  0.02537390
1.308997  -1.583333  0.02779439
1.308997  -1.541667  0.03043180
1.308997  -1.500000  0.03330280
1.308997  -1.458333  0.03642484
1.308997  -1.416667  0.03981600
1.308997  -1.375000  0.04349494
1.308997  -1.333333  0.04748076
1.308997  -1.291667  0.05179280
1.308997  -1.250000  0.05645044
1.308997  -1.208333  0.06147288
1.308997  -1.166667  0.06687881
1.308997  -1.125000  0.07268609
1.308997  -1.083333  0.07891137
1.308997  -1.041667  0.08556967
1.308997  -1.000000  0.09267388
1.308997  -0.958333  0.10023436
1.308997  -0.916667  0.10825832
1.308997  -0.875000  0.11674943
1.308997  -0.833333  0.12570720
1.308997  -0.791667  0.13512662
1.308997  -0.750000  0.14499767
1.308997  -0.708333  0.15530502
1.308997  -0.666667  0.16602777
1.308997  -0.625000  0.17713935
1.308997  -0.583333  0.18860755
1.308997  -0.541667  0.20039469
1.308997  -0.500000  0.21245795
1.308997  -0.458333  0.22474991
1.308997  -0.416667  0.23721921
1.308997  -0.375000  0.24981135
1.308997  -0.333333  0.26246961
1.308997  -0.291667  0.27513608
1.308997  -0.250000  0.28775269
1.308997  -0.208333  0.30026228
1.308997  -0.166667  0.31260963
1.308997  -0.125000  0.32474240
1.308997  -0.083333  0.33661198
1.308997  -0.041667  0.34817421
1.308997  0.000000  0.35938991
1.308997  0.041667  0.37022530
1.308997  0.083333  0.38065220
1.308997  0.125000  0.39064813
1.308997  0.166667  0.40019620
1.308997  0.208333  0.40928494
1.308997  0.250000  0.41790794
1.308997  0.291667  0.42606349
1.308997  0.333333  0.43375414
1.308997  0.375000  0.44098616
1.308997  0.416667  0.44776905
1.308997  0.458333  0.45411506
1.308997  0.500000  0.46003865
1.308997  0.541667  0.46555605
1.308997  0.583333  0.47068482
1.308997  0.625000  0.47544345
1.308997  0.666667  0.47985103
1.308997  0.708333  0.48392692
1.308997  0.750000  0.48769049
1.308997  0.791667  0.49116093
1.308997  0.833333  0.49435704
1.308997  0.875000  0.49729707
1.308997  0.916667  0.49999866
1.308997  0.958333  0.50247870
1.308997  1.000000  0.50475331
1.308997  1.041667  0.50683778
1.308997  1.083333  0.50874656
1.308997  1.125000  0.51049324
1.308997  1.166667  0.51209057
1.308997  1.208333  0.51355048
1.308997  1.250000  0.51488407
1.308997  1.291667  0.51610169
1.308997  1.333333  0.51721293
1.308997  1.375000  0.51822667
1.308997  1.416667  0.51915113
1.308997  1.458333  0.51999388
1.308997  1.500000  0.52076192
1.308997  1.541667  0.52146166
1.308997  1.583333  0.52209903
1.308997  1.625000  0.52267944
1.308997  1.666667  0.52320787
1.308997  1.708333  0.52368890
1.308997  1.750000  0.52412668
1.308997  1.791667  0.52452505
1.308997  1.833333  0.52488750
1.308997  1.875000  0.52521723
1.308997  1.916667  0.52551716
1.308997  1.958333  0.52578994
1.308997  2.000000  0.52603802

1.361357  -3.000000  0.00090105
1.361357  -2.958333  0.00099157
1.361357  -2.916667  0.00109117
1.361357  -2.875000  0.00120073
1.361357  -2.833333  0.00132127
1.361357  -2.791667  0.00145386
1.361357  -2.750000  0.00159971
1.361357  -2.708333  0.00176013
1.361357  -2.666667  0.00193657
1.361357  -2.625000  0.00213060
1.361357  -2.583333  0.00234397
1.361357  -2.541667  0.00257857
1.361357  -2.500000  0.00283650
1.361357  -2.458333  0.00312005
1.361357  -2.416667  0.00343170
1.361357  -2.375000  0.00377422
1.361357  -2.333333  0.00415058
1.361357  -2.291667  0.00456408
1.361357  -2.250000  0.00501828
1.361357  -2.208333  0.00551710
1.361357  -2.166667  0.00606479
1.361357  -2.125000  0.00666599
1.361357  -2.083333  0.00732576
1.361357  -2.041667  0.00804959
1.361357  -2.000000  0.00884343
1.361357  -1.958333  0.00971376
1.361357  -1.916667  0.01066757
1.361357  -1.875000  0.01171241
1.361357  -1.833333  0.01285646
1.361357  -1.791667  0.01410847
1.361357  -1.750000  0.01547788
1.361357  -1.708333  0.01697477
1.361357  -1.666667  0.01860992
1.361357  -1.625000  0.02039478
1.361357  -1.583333  0.02234152
1.361357  -1.541667  0.02446296
1.361357  -1.500000  0.02677259
1.361357  -1.458333  0.02928450
1.361357  -1.416667  0.03201334
1.361357  -1.375000  0.03497423
1.361357  -1.333333  0.03818265
1.361357  -1.291667  0.04165430
1.361357  -1.250000  0.04540497
1.361357  -1.208333  0.04945027
1.361357  -1.166667  0.05380547
1.361357  -1.125000  0.05848518
1.361357  -1.083333  0.06350308
1.361357  -1.041667  0.06887156
1.361357  -1.000000  0.07460133
1.361357  -0.958333  0.08070108
1.361357  -0.916667  0.08717701
1.361357  -0.875000  0.09403248
1.361357  -0.833333  0.10126751
1.361357  -0.791667  0.10887850
1.361357  -0.750000  0.11685782
1.361357  -0.708333  0.12519352
1.361357  -0.666667  0.13386917
1.361357  -0.625000  0.14286374
1.361357  -0.583333  0.15215158
1.361357  -0.541667  0.16170257
1.361357  -0.500000  0.17148239
1.361357  -0.458333  0.18145291
1.361357  -0.416667  0.19157271
1.361357  -0.375000  0.20179775
1.361357  -0.333333  0.21208211
1.361357  -0.291667  0.22237875
1.361357  -0.250000  0.23264044
1.361357  -0.208333  0.24282057
1.361357  -0.166667  0.25287403
1.361357  -0.125000  0.26275793
1.361357  -0.083333  0.27243238
1.361357  -0.041667  0.28186102
1.361357  0.000000  0.29101150
1.361357  0.041667  0.29985582
1.361357  0.083333  0.30837054
1.361357  0.125000  0.31653684
1.361357  0.166667  0.32434048
1.361357  0.208333  0.33177160
1.361357  0.250000  0.33882455
1.361357  0.291667  0.34549752
1.361357  0.333333  0.35179218
1.361357  0.375000  0.35771330
1.361357  0.416667  0.36326833
1.361357  0.458333  0.36846698
1.361357  0.500000  0.37332082
1.361357  0.541667  0.37784291
1.361357  0.583333  0.38204740
1.361357  0.625000  0.38594925
1.361357  0.666667  0.38956395
1.361357  0.708333  0.39290721
1.361357  0.750000  0.39599480
1.361357  0.791667  0.39884233
1.361357  0.833333  0.40146512
1.361357  0.875000  0.40387808
1.361357  0.916667  0.40609560
1.361357  0.958333  0.40813149
1.361357  1.000000  0.40999892
1.361357  1.041667  0.41171041
1.361357  1.083333  0.41327777
1.361357  1.125000  0.41471213
1.361357  1.166667  0.41602394
1.361357  1.208333  0.41722296
1.361357  1.250000  0.41831830
1.361357  1.291667  0.41931845
1.361357  1.333333  0.42023125
1.361357  1.375000  0.42106401
1.361357  1.416667  0.42182345
1.361357  1.458333  0.42251579
1.361357  1.500000  0.42314678
1.361357  1.541667  0.42372167
1.361357  1.583333  0.42424534
1.361357  1.625000  0.42472222
1.361357  1.666667  0.42515640
1.361357  1.708333  0.42555164
1.361357  1.750000  0.42591135
1.361357  1.791667  0.42623869
1.361357  1.833333  0.42653652
1.361357  1.875000  0.42680746
1.361357  1.916667  0.42705392
1.361357  1.958333  0.42727807
1.361357  2.000000  0.42748193

1.413717  -3.000000  0.00067798
1.413717  -2.958333  0.00074609
1.413717  -2.916667  0.00082103
1.413717  -2.875000  0.00090347
1.413717  -2.833333  0.00099417
1.413717  -2.791667  0.00109394
1.413717  -2.750000  0.00120369
1.413717  -2.708333  0.00132440
1.413717  -2.666667  0.00145717
1.413717  -2.625000  0.00160318
1.413717  -2.583333  0.00176374
1.413717  -2.541667  0.00194028
1.413717  -2.500000  0.00213438
1.413717  -2.458333  0.00234776
1.413717  -2.416667  0.00258230
1.413717  -2.375000  0.00284006
1.413717  -2.333333  0.00312330
1.413717  -2.291667  0.00343450
1.413717  -2.250000  0.00377634
1.413717  -2.208333  0.00415176
1.413717  -2.166667  0.00456398
1.413717  -2.125000  0.00501650
1.413717  -2.083333  0.00551311
1.413717  -2.041667  0.00605796
1.413717  -2.000000  0.00665555
1.413717  -1.958333  0.00731073
1.413717  -1.916667  0.00802880
1.413717  -1.875000  0.00881546
1.413717  -1.833333  0.00967685
1.413717  -1.791667  0.01061960
1.413717  -1.750000  0.01165082
1.413717  -1.708333  0.01277813
1.413717  -1.666667  0.01400968
1.413717  -1.625000  0.01535412
1.413717  -1.583333  0.01682064
1.413717  -1.541667  0.01841896
1.413717  -1.500000  0.02015927
1.413717  -1.458333  0.02205227
1.413717  -1.416667  0.02410905
1.413717  -1.375000  0.02634110
1.413717  -1.333333  0.02876016
1.413717  -1.291667  0.03137819
1.413717  -1.250000  0.03420721
1.413717  -1.208333  0.03725913
1.413717  -1.166667  0.04054564
1.413717  -1.125000  0.04407793
1.413717  -1.083333  0.04786652
1.413717  -1.041667  0.05192099
1.413717  -1.000000  0.05624967
1.413717  -0.958333  0.06085940
1.413717  -0.916667  0.06575515
1.413717  -0.875000  0.07093976
1.413717  -0.833333  0.07641359
1.413717  -0.791667  0.08217426
1.413717  -0.750000  0.08821633
1.413717  -0.708333  0.09453115
1.413717  -0.666667  0.10110663
1.413717  -0.625000  0.10792717
1.413717  -0.583333  0.11497368
1.413717  -0.541667  0.12222363
1.413717  -0.500000  0.12965125
1.413717  -0.458333  0.13722784
1.413717  -0.416667  0.14492215
1.413717  -0.375000  0.15270083
1.413717  -0.333333  0.16052905
1.413717  -0.291667  0.16837106
1.413717  -0.250000  0.17619085
1.413717  -0.208333  0.18395284
1.413717  -0.166667  0.19162248
1.413717  -0.125000  0.19916687
1.413717  -0.083333  0.20655532
1.413717  -0.041667  0.21375978
1.413717  0.000000  0.22075522
1.413717  0.041667  0.22751991
1.413717  0.083333  0.23403556
1.413717  0.125000  0.24028740
1.413717  0.166667  0.24626417
1.413717  0.208333  0.25195798
1.413717  0.250000  0.25736413
1.413717  0.291667  0.26248091
1.413717  0.333333  0.26730928
1.413717  0.375000  0.27185261
1.413717  0.416667  0.27611635
1.413717  0.458333  0.28010770
1.413717  0.500000  0.28383532
1.413717  0.541667  0.28730902
1.413717  0.583333  0.29053952
1.413717  0.625000  0.29353813
1.413717  0.666667  0.29631662
1.413717  0.708333  0.29888694
1.413717  0.750000  0.30126110
1.413717  0.791667  0.30345102
1.413717  0.833333  0.30546840
1.413717  0.875000  0.30732463
1.413717  0.916667  0.30903072
1.413717  0.958333  0.31059724
1.413717  1.000000  0.31203430
1.413717  1.041667  0.31335147
1.413717  1.083333  0.31455783
1.413717  1.125000  0.31566191
1.413717  1.166667  0.31667173
1.413717  1.208333  0.31759479
1.413717  1.250000  0.31843808
1.413717  1.291667  0.31920813
1.413717  1.333333  0.31991096
1.413717  1.375000  0.32055219
1.413717  1.416667  0.32113699
1.413717  1.458333  0.32167014
1.413717  1.500000  0.32215606
1.413717  1.541667  0.32259880
1.413717  1.583333  0.32300210
1.413717  1.625000  0.32336937
1.413717  1.666667  0.32370378
1.413717  1.708333  0.32400819
1.413717  1.750000  0.32428524
1.413717  1.791667  0.32453737
1.413717  1.833333  0.32476677
1.413717  1.875000  0.32497546
1.413717  1.916667  0.32516530
1.413717  1.958333  0.32533796
1.413717  2.000000  0.32549499

1.466077  -3.000000  0.00045303
1.466077  -2.958333  0.00049855
1.466077  -2.916667  0.00054862
1.466077  -2.875000  0.00060371
1.466077  -2.833333  0.00066432
1.466077  -2.791667  0.00073100
1.466077  -2.750000  0.00080433
1.466077  -2.708333  0.00088500
1.466077  -2.666667  0.00097372
1.466077  -2.625000  0.00107130
1.466077  -2.583333  0.00117860
1.466077  -2.541667  0.00129658
1.466077  -2.500000  0.00142630
1.466077  -2.458333  0.00156890
1.466077  -2.416667  0.00172564
1.466077  -2.375000  0.00189791
1.466077  -2.333333  0.00208722
1.466077  -2.291667  0.00229521
